d001.s007.t006,pemetrexed,pemetrexed,N,bn:00602447n,pemetrexed
d001.s007.t007,.,,X,,است.
d001.s008.t001,What,,X,,n/a
d001.s008.t002,is,be,V,,از
d001.s008.t003,Alimta,alimta,N,bn:00602447n,Alimta
d001.s008.t004,used,use,V,bn:00082705v,استفاده
d001.s008.t005,for,,X,,n/a
d001.s008.t006,?,,X,,می شود؟
d001.s009.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s009.t002,is,be,V,,n/a
d001.s009.t003,used,use,V,bn:00082705v,استفاده
d001.s009.t004,to,,X,,n/a
d001.s009.t005,treat,treat,V,bn:00084532v,درمان
d001.s009.t006,two,,X,,دو
d001.s009.t007,types,type,N,bn:00078798n,نوع
d001.s009.t008,of,,X,,n/a
d001.s009.t009,cancer,cancer,N,bn:00015180n,سرطان
d001.s009.t010,:,,X,,برای
d001.s009.t011,pleural,pleural,J,bn:00108692a,مزوتلیوما پلور
d001.s009.t012,mesothelioma,mesothelioma,N,bn:00054512n,(سرطان
d001.s009.t013,(,,X,,n/a
d001.s009.t014,cancer,cancer,N,bn:00015180n,n/a
d001.s009.t015,of,,X,,n/a
d001.s009.t016,the,,X,,ها
d001.s009.t017,lining,lining,N,bn:00051366n,n/a
d001.s009.t018,of,,X,,n/a
d001.s009.t019,the,,X,,در
d001.s009.t020,lungs,lung,N,bn:00052341n,ریه
d001.s009.t021,that,,X,,که
d001.s009.t022,is,be,V,,n/a
d001.s009.t023,usually,usually,R,bn:00114778r,معمولاً
d001.s009.t024,caused,cause,V,bn:00084069v,اثر ایجاد
d001.s009.t025,by,,X,,n/a
d001.s009.t026,exposure,exposure,N,bn:00032379n,قرار گرفتن در معرض
d001.s009.t027,to,,X,,n/a
d001.s009.t028,asbestos,asbestos,N,bn:00006236n,آزبست
d001.s009.t029,),,X,,می شود).
d001.s009.t030,.,,X,,n/a
d001.s010.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s010.t002,is,be,V,,n/a
d001.s010.t003,used,use,V,bn:00082705v,استفاده توصیف
d001.s010.t004,together,together,R,,n/a
d001.s010.t005,with,,X,,همراه
d001.s010.t006,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s010.t007,(,,X,,(یکی
d001.s010.t008,another,,X,,دیگر
d001.s010.t009,anticancer,anticancer,J,bn:00097220a,ضد سرطان)
d001.s010.t010,medicine,medicine,N,bn:00054128n,داروهای
d001.s010.t011,),,X,,می
d001.s010.t012,when,,X,,n/a
d001.s010.t013,the,,X,,n/a
d001.s010.t014,cancer,cancer,N,bn:00015180n,سرطان
d001.s010.t015,is,be,V,,است
d001.s010.t016,unresectable,unresectable,J,,n/a
d001.s010.t017,(,,X,,(نمی
d001.s010.t018,cannot,,X,,غیرقابل توان
d001.s010.t019,be,be,V,,شود
d001.s010.t020,removed,remove,V,bn:00092783v,برداشته
d001.s010.t021,by,,X,,با
d001.s010.t022,surgery,surgery,N,bn:00059129n,عمل جراحی
d001.s010.t023,alone,alone,J,bn:00096871a,تنهایی
d001.s010.t024,),,X,,n/a
d001.s010.t025,and,,X,,و
d001.s010.t026,malignant,malignant,J,bn:00106363a,بدخیم
d001.s010.t027,(,,X,,(گسترش
d001.s010.t028,has,have,V,,n/a
d001.s010.t029,spread,spread,V,bn:00092083v,یافته
d001.s010.t030,",",,X,,،
d001.s010.t031,or,,X,,یا
d001.s010.t032,is,be,V,,است
d001.s010.t033,likely,likely,J,bn:00105981a,احتمالاً
d001.s010.t034,to,,X,,n/a
d001.s010.t035,spread,spread,V,bn:00092083v,پخش
d001.s010.t036,easily,easily,R,bn:00115155r,به راحتی
d001.s010.t037,",",,X,,n/a
d001.s010.t038,to,,X,,n/a
d001.s010.t039,other,other,J,bn:00108011a,دیگر
d001.s010.t040,parts,part,N,bn:00021395n,قسمت های
d001.s010.t041,of,,X,,n/a
d001.s010.t042,the,,X,,n/a
d001.s010.t043,body,body,N,bn:00011744n,بدن
d001.s010.t044,),,X,,می ندارند)
d001.s010.t045,",",,X,,، ،
d001.s010.t046,in,,X,,در در
d001.s010.t047,patients,patient,N,bn:00061017n,بیمارانی
d001.s010.t048,who,,X,,که
d001.s010.t049,have,have,V,,n/a
d001.s010.t050,not,not,R,bn:00116360r,n/a
d001.s010.t051,received,receive,V,bn:00087863v,دریافت
d001.s010.t052,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی
d001.s010.t053,(,,X,,(داروهای سرطان)
d001.s010.t054,medicines,medicine,N,bn:00054128n,n/a
d001.s010.t055,for,,X,,n/a
d001.s010.t056,cancer,cancer,N,bn:00015180n,سرطان
d001.s010.t057,),,X,,n/a
d001.s010.t058,before,,X,,قبل از
d001.s010.t059,advanced,advanced,J,bn:00096528a,پیشرفته
d001.s010.t060,or,,X,,یا
d001.s010.t061,metastatic,metastatic,J,bn:00106664a,متاستاتیک
d001.s010.t062,non-small,non-small,J,,غیر
d001.s010.t063,cell,cell,N,bn:00017027n,کوچک
d001.s010.t064,lung,lung,N,bn:00052341n,ریه
d001.s010.t065,cancer,cancer,N,bn:00015180n,n/a
d001.s010.t066,that,,X,,که
d001.s010.t067,is,be,V,,n/a
d001.s010.t068,not,not,R,bn:00116360r,نمی
d001.s010.t069,affecting,affect,V,bn:00082427v,بر
d001.s010.t070,the,,X,,n/a
d001.s010.t071,squamous,squamous,J,,سنگفرشی تأثیر گذارد
d001.s010.t072,cells,cell,N,bn:00017027n,سلولهای سلولهای
d001.s010.t073,.,,X,,کرد.
d001.s011.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s011.t002,is,be,V,,n/a
d001.s011.t003,used,use,V,bn:00082705v,قبلاً
d001.s011.t004,in,,X,,در
d001.s011.t005,combination,combination,N,bn:00020872n,ترکیب
d001.s011.t006,with,,X,,با
d001.s011.t007,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s011.t008,in,,X,,در
d001.s011.t009,patients,patient,N,bn:00061017n,بیمارانی
d001.s011.t010,who,,X,,که
d001.s011.t011,have,have,V,,n/a
d001.s011.t012,not,not,R,bn:00116360r,تنهایی
d001.s011.t013,been,be,V,,نگرفته اند
d001.s011.t014,treated,treat,V,bn:00084532v,تحت درمان قرار
d001.s011.t015,before,,X,,n/a
d001.s011.t016,",",,X,,، استفاده
d001.s011.t017,and,,X,,و
d001.s011.t018,on,,X,,n/a
d001.s011.t019,its,,X,,n/a
d001.s011.t020,own,own,J,,در
d001.s011.t021,in,,X,,بیمارانی گذشته
d001.s011.t022,patients,patient,N,bn:00061017n,که
d001.s011.t023,who,,X,,در
d001.s011.t024,have,have,V,,n/a
d001.s011.t025,received,receive,V,bn:00087863v,کرده اند ،
d001.s011.t026,another,,X,,از
d001.s011.t027,type,type,N,bn:00078798n,دیگری
d001.s011.t028,of,,X,,شیمی
d001.s011.t029,chemotherapy,chemotherapy,N,bn:00018141n,درمانی دریافت
d001.s011.t030,in,,X,,n/a
d001.s011.t031,the,,X,,n/a
d001.s011.t032,past,past,N,bn:00060927n,نوع
d001.s011.t033,.,,X,,می شود.
d001.s012.t001,The,,X,,این
d001.s012.t002,medicine,medicine,N,bn:00054128n,دارو
d001.s012.t003,can,,X,,n/a
d001.s012.t004,only,only,R,bn:00116450r,فقط
d001.s012.t005,be,be,V,,قابل
d001.s012.t006,obtained,obtain,V,bn:00082276v,n/a
d001.s012.t007,with,,X,,با
d001.s012.t008,a,,X,,یک
d001.s012.t009,prescription,prescription,N,bn:00064195n,نسخه دریافت
d001.s012.t010,.,,X,,است.
d001.s013.t001,How,,X,,چگونه
d001.s013.t002,is,be,V,,از
d001.s013.t003,Alimta,alimta,N,bn:00602447n,Alimta
d001.s013.t004,used,use,V,bn:00082705v,استفاده
d001.s013.t005,?,,X,,می شود؟
d001.s014.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s014.t002,should,,X,,باید
d001.s014.t003,only,only,R,bn:00116450r,فقط
d001.s014.t004,be,be,V,,n/a
d001.s014.t005,given,give,V,bn:00088826v,n/a
d001.s014.t006,under,,X,,تحت
d001.s014.t007,the,,X,,n/a
d001.s014.t008,supervision,supervision,N,bn:00059908n,نظارت
d001.s014.t009,of,,X,,از
d001.s014.t010,a,,X,,یک
d001.s014.t011,doctor,doctor,N,bn:00027976n,پزشک
d001.s014.t012,who,,X,,که
d001.s014.t013,is,be,V,,است
d001.s014.t014,qualified,qualify,V,,واجد شرایط
d001.s014.t015,in,,X,,در
d001.s014.t016,the,,X,,n/a
d001.s014.t017,use,use,N,bn:00030627n,استفاده
d001.s014.t018,of,,X,,n/a
d001.s014.t019,anticancer,anticancer,J,bn:00097220a,ضد
d001.s014.t020,chemotherapy,chemotherapy,N,bn:00018141n,شیمی درمانی سرطان داده
d001.s014.t021,.,,X,,، شود.
d001.s015.t001,The,,X,,n/a
d001.s015.t002,recommended,recommended,J,,توصیه شده
d001.s015.t003,dose,dose,N,bn:00028320n,دوز
d001.s015.t004,of,,X,,n/a
d001.s015.t005,Alimta,alimta,N,bn:00602447n,Alimta
d001.s015.t006,is,be,V,,n/a
d001.s015.t007,500,,X,,500 گرم
d001.s015.t008,mg,mg,N,bn:00054701n,میلی
d001.s015.t009,per,,X,,در هر
d001.s015.t010,square,square,J,,متر مربع
d001.s015.t011,metre,metre,N,bn:00052501n,n/a
d001.s015.t012,of,,X,,از
d001.s015.t013,body,body,N,bn:00011744n,بدن
d001.s015.t014,surface,surface,N,bn:00075374n,سطح
d001.s015.t015,area,area,N,bn:00005518n,n/a
d001.s015.t016,(,,X,,n/a
d001.s015.t017,calculated,calculate,V,bn:00084373v,محاسبه
d001.s015.t018,using,use,V,bn:00082705v,استفاده از
d001.s015.t019,the,,X,,n/a
d001.s015.t020,patient,patient,N,bn:00061017n,بیمار
d001.s015.t021,s,,X,,n/a
d001.s015.t022,height,height,N,bn:00043545n,قد
d001.s015.t023,and,,X,,و
d001.s015.t024,weight,weight,N,bn:00080831n,وزن
d001.s015.t025,),,X,,می شود).
d001.s015.t026,.,,X,,n/a
d001.s016.t001,It,,X,,n/a
d001.s016.t002,is,be,V,,n/a
d001.s016.t003,given,give,V,bn:00088826v,به
d001.s016.t004,once,once,R,bn:00115811r,بار
d001.s016.t005,every,every,J,bn:00102467a,هر
d001.s016.t006,three,,X,,سه
d001.s016.t007,weeks,week,N,bn:00043484n,هفته
d001.s016.t008,as,,X,,عنوان به
d001.s016.t009,an,,X,,یک یک
d001.s016.t010,intravenous,intravenous,J,bn:00102230a,داخل وریدی
d001.s016.t011,infusion,infusion,N,bn:00046734n,تزریق
d001.s016.t012,lasting,last,V,bn:00087620v,n/a
d001.s016.t013,10,,X,,10
d001.s016.t014,minutes,minute,N,bn:00055094n,دقیقه طول
d001.s016.t015,.,,X,,می انجامد.
d001.s017.t001,To,,X,,برای
d001.s017.t002,reduce,reduce,V,bn:00084079v,کاهش
d001.s017.t003,side,side,J,,جانبی
d001.s017.t004,effects,effect,N,bn:00029874n,عوارض
d001.s017.t005,",",,X,,،
d001.s017.t006,patients,patient,N,bn:00061017n,بیماران
d001.s017.t007,should,,X,,باید
d001.s017.t008,take,take,V,bn:00085689v,n/a
d001.s017.t009,a,,X,,یک
d001.s017.t010,corticosteroid,corticosteroid,N,bn:00001507n,کورتیکواستروئید
d001.s017.t011,and,,X,,و
d001.s017.t012,folic,folic,J,,فولیک
d001.s017.t013,acid,acid,N,bn:00000902n,اسید
d001.s017.t014,(,,X,,n/a
d001.s017.t015,a,,X,,(نوعی
d001.s017.t016,type,type,N,bn:00078798n,n/a
d001.s017.t017,of,,X,,n/a
d001.s017.t018,vitamin,vitamin,N,bn:00080147n,ویتامین) مصرف
d001.s017.t019,),,X,,n/a
d001.s017.t020,",",,X,,n/a
d001.s017.t021,and,,X,,کنند و
d001.s017.t022,receive,receive,V,,دریافت
d001.s017.t023,injections,injection,N,bn:00046785n,تزریق
d001.s017.t024,of,,X,,n/a
d001.s017.t025,vitamin,vitamin,N,bn:00080147n,ویتامین
d001.s017.t026,B12,b12,N,,B12
d001.s017.t027,during,,X,,در طول
d001.s017.t028,treatment,treatment,N,bn:00047235n,درمان
d001.s017.t029,with,,X,,با
d001.s017.t030,Alimta,alimta,N,bn:00602447n,Alimta
d001.s017.t031,.,,X,,n/a
d001.s018.t001,When,,X,,هنگامی
d001.s018.t002,Alimta,alimta,N,bn:00602447n,Alimta
d001.s018.t003,is,be,V,,که
d001.s018.t004,given,give,V,bn:00088826v,داده
d001.s018.t005,with,,X,,با
d001.s018.t006,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s018.t007,",",,X,,شود ،
d001.s018.t008,an,,X,,یک
d001.s018.t009,anti-emetic,anti-emetic,J,,ضد
d001.s018.t010,medicine,medicine,N,bn:00054128n,داروی
d001.s018.t011,(,,X,,امیک
d001.s018.t012,to,,X,,n/a
d001.s018.t013,prevent,prevent,V,bn:00088454v,جلوگیری از
d001.s018.t014,vomiting,vomit,V,bn:00083115v,n/a
d001.s018.t015,),,X,,می (برای استفراغ)
d001.s018.t016,and,,X,,و
d001.s018.t017,fluids,fluid,N,bn:00035426n,مایعات
d001.s018.t018,(,,X,,n/a
d001.s018.t019,to,,X,,n/a
d001.s018.t020,prevent,prevent,V,bn:00088454v,جلوگیری از
d001.s018.t021,dehydration,dehydration,N,bn:00025983n,کم
d001.s018.t022,),,X,,(برای آبی)
d001.s018.t023,should,,X,,باید
d001.s018.t024,also,also,R,bn:00114246r,نیز
d001.s018.t025,be,be,V,,n/a
d001.s018.t026,given,give,V,bn:00088826v,داده
d001.s018.t027,before,before,R,bn:00114512r,قبل
d001.s018.t028,or,,X,,یا
d001.s018.t029,after,after,R,bn:00114165r,بعد از
d001.s018.t030,the,,X,,n/a
d001.s018.t031,cisplatin,cisplatin,N,bn:00577781n,سیس پلاتین
d001.s018.t032,dose,dose,N,bn:00028320n,دوز
d001.s018.t033,.,,X,,شود.
d001.s019.t001,Treatment,treatment,N,bn:00047235n,درمان
d001.s019.t002,should,,X,,باید
d001.s019.t003,be,be,V,,n/a
d001.s019.t004,delayed,delay,V,bn:00086514v,تأخیر
d001.s019.t005,or,,X,,n/a
d001.s019.t006,discontinued,discontinue,V,bn:00083908v,n/a
d001.s019.t007,",",,X,,n/a
d001.s019.t008,or,,X,,یا
d001.s019.t009,the,,X,,n/a
d001.s019.t010,dose,dose,N,bn:00028320n,دوز
d001.s019.t011,reduced,reduce,V,bn:00084079v,کاهش
d001.s019.t012,",",,X,,، شود
d001.s019.t013,in,,X,,در
d001.s019.t014,patients,patient,N,bn:00061017n,بیمارانی
d001.s019.t015,whose,,X,,که آنها
d001.s019.t016,blood,blood,N,bn:00011346n,خون
d001.s019.t017,counts,count,N,bn:00023139n,تعداد
d001.s019.t018,are,be,V,,دارند
d001.s019.t019,abnormal,abnormal,J,bn:00096158a,غیر طبیعی
d001.s019.t020,or,,X,,بیفتد یا یا
d001.s019.t021,who,,X,,n/a
d001.s019.t022,have,have,V,bn:00088745v,n/a
d001.s019.t023,certain,certain,J,bn:00099474a,قطع
d001.s019.t024,other,other,J,bn:00108011a,دیگری
d001.s019.t025,side,side,J,,جانبی آن
d001.s019.t026,effects,effect,N,bn:00029874n,عوارض
d001.s019.t027,.,,X,,یابد.
d001.s020.t001,Alimta,alimta,N,bn:00602447n,Alimta
d001.s020.t002,is,be,V,,n/a
d001.s020.t003,not,not,R,bn:00116360r,نمی
d001.s020.t004,recommended,recommend,V,bn:00082418v,توصیه
d001.s020.t005,for,,X,,برای
d001.s020.t006,use,use,N,bn:00030627n,استفاده
d001.s020.t007,in,,X,,در
d001.s020.t008,patients,patient,N,bn:00061017n,بیماران مبتلا
d001.s020.t009,with,,X,,n/a
d001.s020.t010,moderate,moderate,J,bn:00106826a,متوسط
d001.s020.t011,or,,X,,یا
d001.s020.t012,severe,severe,J,bn:00110473a,شدید
d001.s020.t013,kidney,kidney,N,bn:00049083n,کلیوی
d001.s020.t014,problems,problem,N,bn:00048242n,مشکلات
d001.s020.t015,.,,X,,شود.
d001.s021.t001,For,,X,,برای
d001.s021.t002,more,more,J,bn:00106935a,بیشتر
d001.s021.t003,information,information,N,bn:00025314n,اطلاعات
d001.s021.t004,",",,X,,،
d001.s021.t005,see,see,V,bn:00087787v,n/a
d001.s021.t006,the,,X,,به
d001.s021.t007,Summary,summary,N,bn:00075142n,خلاصه ویژگی
d001.s021.t008,of,,X,,های
d001.s021.t009,Product,product,N,bn:00064584n,محصول
d001.s021.t010,Characteristics,characteristics,N,,n/a
d001.s021.t011,(,,X,,(همچنین
d001.s021.t012,also,also,R,bn:00114246r,n/a
d001.s021.t013,part,part,N,bn:00021395n,بخشی
d001.s021.t014,of,,X,,از
d001.s021.t015,the,,X,,n/a
d001.s021.t016,EPAR,epar,N,,EPAR) مراجعه
d001.s021.t017,),,X,,n/a
d001.s021.t018,.,,X,,کنید.
d001.s022.t001,How,,X,,چگونه
d001.s022.t002,does,do,V,,n/a
d001.s022.t003,Alimta,alimta,N,bn:00602447n,Alimta
d001.s022.t004,work,work,N,,کار
d001.s022.t005,?,,X,,می کند؟
d001.s023.t001,The,,X,,n/a
d001.s023.t002,active,active,J,bn:00096387a,فعال
d001.s023.t003,substance,substance,N,bn:00074986n,ماده
d001.s023.t004,in,,X,,در
d001.s023.t005,Alimta,alimta,N,bn:00602447n,Alimta
d001.s023.t006,",",,X,,،
d001.s023.t007,pemetrexed,pemetrexed,N,bn:00602447n,Pemetrexed
d001.s023.t008,",",,X,,، سمیت (دارویی
d001.s023.t009,is,be,V,,است
d001.s023.t010,a,,X,,یک
d001.s023.t011,cytotoxic,cytotoxic,J,bn:00100866a,n/a
d001.s023.t012,medicine,medicine,N,bn:00054128n,داروی
d001.s023.t013,(,,X,,n/a
d001.s023.t014,a,,X,,n/a
d001.s023.t015,medicine,medicine,N,bn:00054128n,n/a
d001.s023.t016,that,,X,,که
d001.s023.t017,kills,kill,V,bn:00090098v,را
d001.s023.t018,cells,cell,N,bn:00017027n,سلول شوند
d001.s023.t019,that,,X,,که
d001.s023.t020,are,be,V,,n/a
d001.s023.t021,dividing,divide,V,bn:00087100v,تقسیم
d001.s023.t022,",",,X,,، سرطانی)
d001.s023.t023,such as,such as,R,,هایی مانند
d001.s023.t024,cancer,cancer,N,bn:00015180n,n/a
d001.s023.t025,cells,cell,N,bn:00017027n,n/a
d001.s023.t026,),,X,,سلولهای های
d001.s023.t027,",",,X,,می
d001.s023.t028,which,,X,,آنتیمتابولیت ،
d001.s023.t029,belongs,belong,V,bn:00083389v,که است
d001.s023.t030,to,,X,,متعلق به
d001.s023.t031,the,,X,,n/a
d001.s023.t032,group,group,N,bn:00018111n,n/a
d001.s023.t033,antimetabolites,antimetabolites,N,bn:00004691n,گروه
d001.s023.t034,.,,X,,n/a
d001.s024.t001,In,,X,,در
d001.s024.t002,the,,X,,n/a
d001.s024.t003,body,body,N,bn:00011744n,بدن
d001.s024.t004,",",,X,,، شود
d001.s024.t005,pemetrexed,pemetrexed,N,bn:00602447n,Pemetrexed
d001.s024.t006,is,be,V,,n/a
d001.s024.t007,converted,convert,V,bn:00085761v,تبدیل
d001.s024.t008,into,,X,,به
d001.s024.t009,an,,X,,یک
d001.s024.t010,active,active,J,bn:00096382a,فعال
d001.s024.t011,form,form,N,bn:00035913n,شکل
d001.s024.t012,that,,X,,که
d001.s024.t013,blocks,block,V,bn:00083623v,n/a
d001.s024.t014,the,,X,,n/a
d001.s024.t015,activity,activity,N,bn:00001130n,فعالیت
d001.s024.t016,of,,X,,n/a
d001.s024.t017,the,,X,,را
d001.s024.t018,enzymes,enzyme,N,bn:00031085n,آنزیم هایی
d001.s024.t019,that,,X,,که
d001.s024.t020,are,be,V,,دارند
d001.s024.t021,involved,involve,V,bn:00089893v,نقش
d001.s024.t022,in,,X,,در
d001.s024.t023,producing,produce,V,bn:00084082v,تولید
d001.s024.t024,nucleotides,nucleotide,N,bn:00008788n,نوکلئوتیدها (بلوک
d001.s024.t025,(,,X,,n/a
d001.s024.t026,the,,X,,n/a
d001.s024.t027,building blocks,building block,N,bn:00013726n,ساختمانی
d001.s024.t028,of,,X,,n/a
d001.s024.t029,DNA,dna,N,bn:00026301n,های
d001.s024.t030,and,,X,,DNA
d001.s024.t031,RNA,rna,N,bn:00067714n,و
d001.s024.t032,",",,X,,RNA
d001.s024.t033,the,,X,,،
d001.s024.t034,genetic,genetic,J,bn:00103522a,n/a
d001.s024.t035,material,material,N,bn:00053801n,ژنتیکی
d001.s024.t036,of,,X,,مواد
d001.s024.t037,cells,cell,N,bn:00017027n,n/a
d001.s024.t038,),,X,,سلول
d001.s024.t039,.,,X,,ها) مسدود می
d001.s025.t001,How,,X,,چگونه
d001.s025.t002,has,have,V,,n/a
d001.s025.t003,Alimta,alimta,N,bn:00602447n,Alimta
d001.s025.t004,been,be,V,,n/a
d001.s025.t005,studied,study,V,bn:00082596v,مورد مطالعه قرار گرفته
d001.s025.t006,?,,X,,است؟
d001.s026.t001,For,,X,,برای
d001.s026.t002,the,,X,,n/a
d001.s026.t003,treatment,treatment,N,bn:00047235n,درمان
d001.s026.t004,of,,X,,n/a
d001.s026.t005,malignant,malignant,J,bn:00106363a,بدخیم
d001.s026.t006,pleural,pleural,J,bn:00108692a,مزوتلیوما پلور
d001.s026.t007,mesothelioma,mesothelioma,N,bn:00054512n,n/a
d001.s026.t008,",",,X,,، ،
d001.s026.t009,Alimta,alimta,N,bn:00602447n,Alimta
d001.s026.t010,has,have,V,,n/a
d001.s026.t011,been,be,V,,n/a
