d001.s018.t025	be	be	V	nan	nan	nan
d001.s018.t026	given	give	V	bn:00088826v	از	nan
d001.s018.t027	before	before	R	bn:00114512r	آبی	bn:00098606a
d001.s018.t028	or	nan	X	nan	)	nan
d001.s018.t029	after	after	R	bn:00114165r	نیز باید	bn:00114246r
d001.s018.t030	the	nan	X	nan	nan	nan
d001.s018.t031	cisplatin	cisplatin	N	bn:00577781n	یا بعد	nan
d001.s018.t032	dose	dose	N	bn:00028320n	قبل	nan
d001.s018.t033	.	nan	X	nan	دوز	bn:00028320n
d001.s019.t001	Treatment	treatment	N	bn:00047235n	درمان	bn:00024461n
d001.s019.t002	should	nan	X	nan	باید	nan
d001.s019.t003	be	be	V	nan	nan	nan
d001.s019.t004	delayed	delay	V	bn:00086514v	تأخیر	bn:00050125n
d001.s019.t005	or	nan	X	nan	nan	nan
d001.s019.t006	discontinued	discontinue	V	bn:00083908v	nan	nan
d001.s019.t007	,	nan	X	nan	nan	nan
d001.s019.t008	or	nan	X	nan	یا	nan
d001.s019.t009	the	nan	X	nan	nan	nan
d001.s019.t010	dose	dose	N	bn:00028320n	دوز	bn:00028320n
d001.s019.t011	reduced	reduce	V	bn:00084079v	کاهش	bn:00025746n
d001.s019.t012	,	nan	X	nan	، شود	nan
d001.s019.t013	in	nan	X	nan	در	nan
d001.s019.t014	patients	patient	N	bn:00061017n	بیمارانی	bn:00001742n
d001.s019.t015	whose	nan	X	nan	که آنها	nan
d001.s019.t016	blood	blood	N	bn:00011346n	خون	bn:00011346n
d001.s019.t017	counts	count	N	bn:00023139n	تعداد	bn:00058285n
d001.s019.t018	are	be	V	nan	دارند	bn:00085670v
d001.s019.t019	abnormal	abnormal	J	bn:00096158a	غیر طبیعی	bn:00052175n
d001.s019.t020	or	nan	X	nan	بیفتد یا یا	bn:00088454v
d001.s019.t021	who	nan	X	nan	nan	nan
d001.s019.t022	have	have	V	bn:00088745v	nan	nan
d001.s019.t023	certain	certain	J	bn:00099474a	قطع	bn:00067288n
d001.s019.t024	other	other	J	bn:00108011a	دیگری	bn:00108011a
d001.s019.t025	side	side	J	nan	جانبی آن	bn:00105762a
d001.s019.t026	effects	effect	N	bn:00029874n	عوارض	bn:00000690n
d001.s019.t027	.	nan	X	nan	یابد	bn:00084079v
d001.s020.t001	Alimta	alimta	N	bn:00602447n	Alimta	nan
d001.s020.t002	is	be	V	nan	nan	nan
d001.s020.t003	not	not	R	bn:00116360r	نمی	bn:00087966v
d001.s020.t004	recommended	recommend	V	bn:00082418v	توصیه	bn:00066562n
d001.s020.t005	for	nan	X	nan	برای	nan
d001.s020.t006	use	use	N	bn:00030627n	استفاده	bn:00030627n
d001.s020.t007	in	nan	X	nan	در	nan
d001.s020.t008	patients	patient	N	bn:00061017n	بیماران مبتلا	bn:00001742n
d001.s020.t009	with	nan	X	nan	nan	nan
